Vendor_Code;Vendor_Name;Addr;Addr2;City;Contact;Phone;Currency_Code;Blocked;Prices_Including_VAT;Fax;INN;EMail;OKPO_Code;Full_Name;KPP_Code;Alcohol_Vendor_Type
I_SUP152;ООО "Стиль";ул. Краснопролетарская, д. 16, стр. 3;;Москва;;(495)645-00-29;RUB;0;1;;;;;Общество с ограниченной ответственностью "Стиль";770701001;0
I_SUP153;ООО "Интерлюкс";Румянцево д., строение 1;;Москва;;+7(495)510-66-79;RUB;0;1;;5003088517;;68125405;Общество с ограниченной ответственностью "Интерлюкс";775101001;0
I_SUP154;ООО "ГРАТВЕСТ";Береговой пр-д, д. 3, стр. 3;;Москва;;(495) 777-10-35;RUB;0;1;;7730555135;;;Общество с ограниченной ответственностью "ГРАТВЕСТ";773001001;0
I_SUP155;ООО "АСПЕКТ";ул. Днепропетровская, д. 18Б;;Москва;;;RUB;0;1;;7604060291;;13934572;Общество с ограниченной ответственностью "АСПЕКТ";772601001;0
I_SUP156;ООО "Дымковское колбасное производство";ул. Крылатская, д.37;;Москва;;(495)500-01-51;RUB;0;1;;7731178578;;57084488;Общество с ограниченной ответственностью "Дымковское колбасное производство";774850001;0
I_SUP157;ООО "Трейд Стар";Московская область, аэропорт Шереметьево, пом.3;;Химки;;(495)660-01-81;RUB;0;1;;5047108190;;61614880;Общество с ограниченной ответствееностью "Трейд Стар";504701001;0
I_SUP158;ООО "ПРИТЯЖЕНИЕ";ул. Фрунзе, д. 80, офис 405;;Новосибирск;;(383)200-41-17;RUB;0;1;;5401277249;;;Общество с ограниченной ответственностью "ПРИТЯЖЕНИЕ";540601001;0
I_SUP159;ООО "Аэро-Бридж Трейдинг";Московская область,гДомодедово, мкр-н Северный,;ул.Логистическая, д. 1/6, корп.7Б;Домодедово;;(495)660-01-81;RUB;0;1;;773312951836;office@aerobridge.ru;86691278;Общество с ограниченной ответственностью "Аэро-Бридж Трейдинг";500901001;0
I_SUP160;ООО "Империал";г.Москва, Хлебозаводской проезд,7 стр.9;;Москва;;;RUB;0;1;;7724851513;;;Общество с ограниченной ответственностью "Империал";772401001;0
I_SUP161;ООО "Элит бэгз";ул. Образцова, 14;ул. Образцова, 14;Москва;;+7 (495) 787-91-06;RUB;0;1;+7 (495) 787-91-07;7705983056;;09226119;Общество с ограниченной ответственностью "Элит бэгз";771501001;0
I_SUP162;ООО "Ф.Партнерс";Кутузовский пр-т,д.34, стр.21;Кутузовский пр-т,д.34, стр.21;Москва;;+74956623101;RUB;0;1;+74956623101;7717709065;;;Общество с ограниченной ответственностью "Ф.Партнерс";773001001;0
I_SUP163;ЗАО "Геба";ул.Станционная, д.38;ул.Станционная, д.38;Новосибирск;;(383) 363-11-33;RUB;0;1;(383) 363-11-33;5404132234;;;Закрытое акционерное общество "Геба";540401001;0
I_SUP164;ООО "ЮНИТОЙС МСК";ул.Мневники, д.7, корп.2;ул.Мневники, д.7, корп.2;Москва;;;RUB;0;1;;7734670481;;;Общество с ограниченной ответственностью "ЮНИТОЙС МСК";773401001;0
I_SUP165;ООО "ОПТИМА бьюти";Кутузовский пр-т, д.36,стр.23;Кутузовский пр-т, д.36,стр.23;Москва;;8(495)661-11-77;RUB;0;1;8(495)661-11-77;7730582562;;86422762;Общество с ограниченной ответственностью "ОПТИМА бьюти";773001001;0
I_SUP166;ООО "Ямал";ул. Малая Балканская, д. 58, лит. А, пом. 14Н;;Санкт-Петербург;;;RUB;0;1;;7816537917;;09579504;Общество с ограниченной ответственностью "Ямал";781601001;0
I_SUP167;ООО "Коник";Лесной пр., д. 63;Лесной пр., д. 63;Санкт-Петербург;;(812) 740-63-68;RUB;0;1;;7802361565;;;Общество с ограниченной ответственностью "Коник";780201001;0
I_SUP168;ООО "Милар";Новоясеневский проспект, дом № 32, корпус 1, оф.1;;Москва;;;RUB;0;1;;7728830881;;;ООО "Милар";772801001;0
I_SUP169;ООО "Пиквадро Рус";Фрунзенская набережная, д. 16, корп. 1, офис IV;;г.Москва;;8 (495) 790-70-63;RUB;0;1;8 (495) 790-70-64;;;;Общество с ограниченной ответственностью "Пиквадро Рус";770401001;0
I_SUP170;ESTERK;;;;;;RUB;0;1;;7729514303;;;;;0
I_SUP171;CARTIER INT FASHION;KOROBEYNIKOV PER. MOSCOW RUSSIA;;;;;RUB;0;1;;;;;;;0
I_SUP172;VAN GILS;105064 RUSSIA MOSCOW іSADOVO-CHERNOGRYAZSKAYA 22, ; іB.1,OFFICE 2071;;;;RUB;0;1;;;;;;;0
I_SUP173;РОССИЙСКИЕ ПОСТАВЩИКИ;;;;;;RUB;0;1;;;;;;;0
I_SUP174;ALMAZJEWELIR EXPORT ;119 021 MOSCOW ZUBOVSKY BULEVAR 25/1;;;;;RUB;0;1;;;;;;;0
I_SUP175;EMBORG USD;STUPINSKY PR. 1-A MOSCOW;;;;;RUB;0;1;;;;;;;0
I_SUP176;LUKAS;RUSSIA;;;;;RUB;0;1;;;;;;;0
I_SUP177;NASLEDIE OOO;MOSCOW, TEKSTILSCHIKI 1 ST, 12/9;;;;;RUB;0;1;;;;;;;0
I_SUP178;CASIO WATCH;MOSCOW;;;;;RUB;0;1;;;;;;;0
I_SUP179;GK GROSS OOO;;;;;;RUB;0;1;;;;;;;0
I_SUP180;MS HOLDING AMBER ;RUSSIA MOSCOW 117607 MICHURINSKY PROSP. D 31 KOR.1;1 RUSSIA;;;;RUB;0;1;;7719191854;;;;;0
I_SUP181;AGROSECO;MOSCOW RUSSIA;;;;;RUB;0;1;;7731278773;;;;;0
I_SUP182;ABBYY;MOSCOW, PEROVSKAYA STREET, D.22, K.1;;;;;RUB;0;1;;;;;;;0
I_SUP183;TORGSERVICE XXI BABAEVSKOE;MOSCOW;;;;;RUB;0;1;;;;;;;0
I_SUP184;MOBILE ENERGY;LIKHOBORSKAYA NAB.3,STR.9 MOSCOW;;;;;RUB;0;1;;;;;;;0
I_SUP185;MOBIL-KONSTANT OOO;;;;;;RUB;0;1;;;;;;;0
I_SUP186;PANASONIC C/S;MOSCOW REPRESENTATION OFFICE 119435 SAVINOVSKAYA N;NAB 15 6TH FLOOR MOSCOW RUSSIA SAVINOVSKAYA NAB 15;;;;RUB;0;1;;;;;;;0
I_SUP187;PANASONIC MARKETING CIS OY;;;;;;RUB;0;1;;;;;;;0
I_SUP188;PANASONIC ATOLL INV;;;;;;RUB;0;1;;;;;;;0
I_SUP189;STEP GROUP OOO;MOSCOW 8 MARCH STREET, 10, STR 1;;;;;RUB;0;1;;7713519497;;;;;0
I_SUP190;UNITOYS-MCK;127247 MOSCOW;;;;;RUB;0;1;;;;;;;0
I_SUP191;ETUD UNION OF ARTIST;ST.PETERSBURG,ZAGORODNY PR.,14 USSR;;;;;RUB;0;1;;7825330740;;;;;0
I_SUP192;IRISHBAR;;;;;;RUB;0;1;;;;;;;0
I_SUP193;ORCHID COMPANY;MOSCOW NEGINSKAYA STR.14-4 RUSSIA;;;;;RUB;0;1;;7709562482;;;;;0
I_SUP194;NEMIROFF COMPANY ;RUSSIA;;;;;RUB;0;1;;;;;;;0
I_SUP195;AEROMAR;MOSCOW;;;;;RUB;0;1;;;;;;;0
I_SUP196;KONIC OOO;;;;;;RUB;0;1;;;;;;;0
I_SUP197;OOO "MYAGKIY MIR";;;;;;RUB;0;1;;;;;;;0
I_SUP198;MAGESTIC IMPEKS OOO;MOSCOW NOVOGIREEVSKAYA ST,52;;;;;RUB;0;1;;7720262563;;;;;0
I_SUP199;TROIKA;5 NIKITSKI PEREULOK 6TH FLOOR MOSCOW RUSSIA 103--9;9;;;;RUB;0;1;;;;;;;0
I_SUP200;ALMAX ;129110.MOSCOW.TRIFONOVSKAYA ST 56;;;;;RUB;0;1;;;;;;;0
I_SUP201;ART ALIANCE;MOSCOW RUSSIA;;;;;RUB;0;1;;7723161490;;;;;0
I_SUP202;ART-BOOKS LTD;;;;;;RUB;0;1;;;;;;;0
I_SUP203;ART VIDEO INT;;;;;;RUB;0;1;;;;;;;0
I_SUP204;AMADEUS;MOSCOW KASTANAEVSKAYA UL 14-1;;;;;RUB;0;1;;;;;;;0
I_SUP205;GALEREYA BLAGOLEPIYA;MOSCOW,OBRUCHEVA STREET,D11,K11;;;;;RUB;0;1;;;;;;;0
I_SUP206;GOLDEN GRAIL LTD;109029,MOSCOW,SKOTOPROGONNAYA 35/1;;;;;RUB;0;1;;;;;;;0
I_SUP207;KONZERN GROUP SOYUZ;105064 MOSCOW NIGNI SOUSALNI D.5.STR.4 RUSSIA;;;;;RUB;0;1;;7730077721;;;;;0
I_SUP208;LINIYA;;;;;;RUB;0;1;;;;;;;0
I_SUP209;NIKE LLC (RUS);Москва ул.Обручева д.30/1 ст.2 ;;;;;RUB;0;1;;;;;;;0
I_SUP210;PORTSELAN;KUTUZOVSKY PR. 34;;;;;RUB;0;1;;7730004748;;;;;0
I_SUP211;ROLNIK PUBLISHERS;PO BOX 17075 TEL-AVIV ISRAEL;;;;;RUB;0;1;;;;;;;0
I_SUP212;BIONT LTD RBN;UL.KOSTYKOVA,4A MOSCOW RUSSIA;;;;;RUB;0;1;;;;;;;0
I_SUP213;SENSUS;119842.RUSSIA MOSCOW.UL.PARKOVAYA. 9-21-2;;;;;RUB;0;1;;;;;;;0
I_SUP214;TOCHKA OPORY+;;;;;;RUB;0;1;;;;;;;0
I_SUP215;VEL OOO;MOSCOW 129345 OSTASHKOVSKAYA 16 RUSSIA;;;;;RUB;0;1;;7717004629;;;;;0
I_SUP216;UVELCOM  OOO;;;;;;RUB;0;1;;;;;;;0
I_SUP217;KONSTANTINOPOLSKAYA ;STROITELNIY PR-ZD 7A CORP 30 MOSCOW;;;;;RUB;0;1;;;;;;;0
I_SUP218;TMXF GR;;;;;;RUB;0;1;;;;;;;0
I_SUP219;ITALCOM;MOSCOW;;;;;RUB;0;1;;;;;;;0
I_SUP220;OOO"ARK BELUGA";;;;;;RUB;0;1;;;;;;;0
I_SUP221;TD RASKAT;;;;;;RUB;0;1;;;;;;;0
I_SUP222;RUSSIAN OSETR;;;;;;RUB;0;1;;;;;;;0
I_SUP223;OOOO "RUSSIAN OSETR - ADYGEYA";;;;;;RUB;0;1;;;;;;;0
I_SUP224;ЗАО "Русский икорный дом";ул. Угрешская, д.2, стр.13;;Москва;;;RUB;0;1;;7714677560;;99006746;Закрытое акционерное общество "Русский икорный дом";772301001;0
I_SUP225;T&T Co;RUSSIA MOSCOW UL CHERTANOVSKAYA 54 C1  RUSSIA;;;;;RUB;0;1;;;;;;;0
I_SUP226;SWK;MOSKVA LENINSKIY PR.152,KOR1 RUSSIA 117571;;;;;RUB;0;1;;;;;;;0
I_SUP227;DNK OOO;MOSCOW, TIMIRYAZEVSKAYA,42;;;;;RUB;0;1;;7713528854;;;;;0
I_SUP228;K33355    OOO"KORONA";;;;;;RUB;0;1;;;;;;;0
I_SUP229;RUSSIAN SPIRIT GROUP;SPIRIT GROUP MOSCOW RUSSIA;;;;;RUB;0;1;;;;;;;0
I_SUP230;ARCOROS;MOSCOW,DP-TRADE;;;;;RUB;0;1;;;;;;;0
I_SUP231;ALKOMIR OOO;MOSCOW;;;;;RUB;0;1;;7706276973;;;;;0
I_SUP232;OST-ALKO;MOSCOW RUSSIA ;;;;;RUB;0;1;;5031041415;;;;;0
I_SUP233;DMITROV-ALKO  OOO;;;;;;RUB;0;1;;;;;;;0
I_SUP234;COCA COLA REFRESHMEN;MOSCOW;;;;;RUB;0;1;;;;;;;0
I_SUP235;ООО "ГК Кристалл-Лефортово";МО,Ленинский р-н,с/п Молоковское,с.Остров;;;;;RUB;0;1;;5003089091;;;Общество с ограниченной ответственностью  "ГК Кристалл-Лефортово";500301001;0
I_SUP236;EVRASIA 000;;;;;;RUB;0;1;;7717549118;;;;;0
I_SUP237;OOO ESPERANTO VIN;;;;;;RUB;0;1;;;;;;;0
I_SUP238;FANAGORIYA;;;;;;RUB;0;1;;;;;;;0
I_SUP239;OOO" F.PARTNERS";129164 г.Москва, Ракетный бульвар, д.16;;;;;RUB;0;1;;;;;;;0
I_SUP240;OOO "Юпитер";ул.Силикатная, д.36,корпус 1А, литера А2, пом.21;;Мытищи;;;RUB;0;1;;7327050884;;;Общество с ограниченной ответственностью "Юпитер";;0
I_SUP241;OOO  " KASKAD";;;;;;RUB;0;1;;7720539695;;;;;0
I_SUP242;OOO "N.R.G." KOLOS CORPORATION;152049, Ярославская обл., Переславский район, село;о Новое, ул. Дачная, д.115;;;;RUB;0;1;;7622009788;;;;;0
I_SUP243;LUDING;121471 г.Москва, Рябиновая ул., д.55, стр.3;;;;;RUB;0;1;;7730107662;;;;;0
I_SUP244;OOO LEXIM;109235, г.Москва, Проектируемый проезд 4386, д.1, ; стр.1, ком.30;;;;RUB;0;1;;7713601110;;;;;0
I_SUP245;MEDVED ;142784,г.Москва, пос.Московский, д.Румянцево, стр.;.2;;;;RUB;0;1;;7115500115;;;;;0
I_SUP246;NATURAL PRODUCTS ZAO;;;;;;RUB;0;1;;;;;;;0
I_SUP247;OOO NAT;;;;;;RUB;0;1;;;;;;;0
I_SUP248;TUBORG INTERNATIONAL;;;;;;RUB;0;1;;;;;;;0
I_SUP249;NATALIE;;;;;;RUB;0;1;;;;;;;0
I_SUP250;PROGRESS-PLUS;;;;;;RUB;0;1;;;;;;;0
I_SUP251;PREMIER DRINK;... MOCSOW RUSSIA;;;;;RUB;0;1;;7710446160;;;;771001001;0
I_SUP252;NIAGARA FOODS;(SAINT SPRINGS) MOSCOW;;;;;RUB;0;1;;;;;;;0
I_SUP253;ROTOR HOUSE;111141, г.Москва, 3-й проезд Перова поля, д.8, стр;р.3;;;;RUB;0;1;;7720531752;;;;;0
I_SUP254;SPLVZ OOO;;;;;;RUB;0;1;;;;;;;0
I_SUP255;ООО "Уренхольт";ул.Кировоградская, д.23А, корп.1;;Москва;;;RUB;0;1;;7725664844;;60466578;Общество с ограниченной ответственностью "Уренхольт";772601001;0
I_SUP256;VINEXIM OOO;;;;;;RUB;0;1;;;;;;;0
I_SUP257;OOO VISTTORG;129336, г. Москва, ул. Таймырская, д. 2;;;;;RUB;0;1;;;;;;;0
I_SUP258;WHITE HALL CENTER;127550, г.Москва, Дмитровское ш., д.33,копр.5;;;;;RUB;0;1;;;;;;;0
I_SUP259;ICS;B.DMITROVKA STR.7/5;;;;;RUB;0;1;;;;;;;0
I_SUP260;АВАЛОН ТРЕЙД;;;;;;RUB;0;1;;;;;;;0
I_SUP261;AEROFIRST_RBN;SHEREMETYEVO;;;;;RUB;0;1;;;;;;;0
I_SUP262;ZAO JTI ;;;;;;RUB;0;1;;;;;;;0
I_SUP263;TALIKA;;;;;;RUB;0;1;;;;;;;0
I_SUP264;TOSCOW;;;;;;RUB;0;1;;;;;;;0
I_SUP265;TBN TIME;;;;;;RUB;0;1;;;;;;;0
I_SUP266;RUSSIAN DOLLS;;;;;;RUB;0;1;;;;;;;0
I_SUP267;AERTEC INTL LTD;;;;;;RUB;0;1;;;;;;;0
I_SUP268;RUSSIAN SOUVENIRS;;;;;;RUB;0;1;;;;;;;0
I_SUP269;NOVAYA ZARYA;;;;;;RUB;0;1;;;;;;;0
I_SUP270;BELLIGEN TD;MOSCOW,DELOVYA D.11;;;;;RUB;0;1;;;;;;;0
I_SUP271;KRASNY OCTOBER;;;;;;RUB;0;1;;;;;;;0
I_SUP272;ARSENTIEV CMP;;;;;;RUB;0;1;;;;;;;0
I_SUP273;DYRIA FURS;;;;;;RUB;0;1;;;;;;;0
I_SUP274;DECOLLO OOO;;;;;;RUB;0;1;;;;;;;0
I_SUP275;ELDORADO-M;;;;;;RUB;0;1;;;;;;;0
I_SUP276;RYBINSKAYA N/P;;;;;;RUB;0;1;;;;;;;0
I_SUP277;NASH DOM;;;;;;RUB;0;1;;;;;;;0
I_SUP278;PODMOSKOVYE OAO;;;;;;RUB;0;1;;;;;;;0
I_SUP279;RUSSIKOM;;;;;;RUB;0;1;;;;;;;0
I_SUP280;RUSSIAN COURTYARD;;;;;;RUB;0;1;;;;;;;0
I_SUP281;ROM-TECH ELECTRONICS;;;;;;RUB;0;1;;;;;;;0
I_SUP282;SPARTAK OOO;;;;;;RUB;0;1;;;;;;;0
I_SUP283;SPARK-K OOO;;;;;;RUB;0;1;;;;;;;0
I_SUP284;SAMSUNG ELECTRONICS;;;;;;RUB;0;1;;;;;;;0
I_SUP285;STAB-M;;;;;;RUB;0;1;;;;;;;0
I_SUP286;TVT TRUST REG;;;;;;RUB;0;1;;;;;;;0
I_SUP287;URSUS VODKA  ;;;;;;RUB;0;1;;;;;;;0
I_SUP288;АМАДЕУС;;;;;;RUB;0;1;;;;;;;0
I_SUP289;ООО "Группа Август";ул.Полярная, д.41, стр.1;;Москва;;;RUB;0;1;;7715614587;;;Общество с ограниченной ответственностью "Группа Август";771501001;0
I_SUP290;КОНСТАНТИНОПОЛЬСКАЯ;;;;;;RUB;0;1;;;;;;;0
I_SUP291;ART BAZAR GR;;;;;;RUB;0;1;;;;;;;0
I_SUP292;VASKO RBL;MOSCOW;;;;;RUB;0;1;;;;;;;0
I_SUP293;BONA  ZAO;MOSCOW.SERAFIMOVICH STR.2;;;;;RUB;0;1;;;;;;;0
I_SUP294;ООО ФИРМА С-2;107370 МОСКВА ТАСМАНСКИЙ ПРОЕЗД Д5,СТР9;;;;;RUB;0;1;;;;;;;0
I_SUP295;ООО "ЛИНИЯ ЧИНКУЕ";125315 Москва ул. Усиевича 16-36;;;;;RUB;0;1;;;;;;;0
I_SUP296;CURAPROX;;;;;;RUB;0;1;;;;;;;0
I_SUP297;APOLLO ELECTRONICS;;;;;;RUB;0;1;;;;;;;0
I_SUP298;ЭКСПОСЕРВИС  OOO;;;;;;RUB;0;1;;;;;;;0
I_SUP299;ООО  ЭКСПОТРЕЙД;115201 МОСКВА КОТЛЯКОВСКИЙ 2-Й ПЕР. Д.1 СТР.6;;;;;RUB;0;1;;7724622295;;;;;0
I_SUP300;ООО"Хорека ТрейдСервис";;;;;;RUB;0;1;;7721777572;;;;;0
I_SUP301;KONDI-2000  OOO;;;;;;RUB;0;1;;;;;;;0
I_SUP302;КАЗУМЯН;;;;;;RUB;0;1;;;;;;;0
I_SUP303;ELECTROCOMPROECT;;;;;;RUB;0;1;;;;;;;0
I_SUP304;МЕДЕЯ;;;;;;RUB;0;1;;;;;;;0
I_SUP305;МДК ООО;;;;;;RUB;0;1;;;;;;;0
I_SUP306;МЕТРО;;;;;;RUB;0;1;;;;;;;0
I_SUP307;ООО ШАРМ;;;;;;RUB;0;1;;7729529772;;;;;0
I_SUP308;МЕРИДИАН ТРЕЙДИНГ;;;;;;RUB;0;1;;;;;;;0
I_SUP309;MAMIX;;;;;;RUB;0;1;;;;;;;0
I_SUP310;НАБОРЫ ПАРФЮМЕРИИ И КОСМЕТИКИ;;;;;;RUB;0;1;;;;;;;0
I_SUP311;SLIMSITY OOO;;;;;;RUB;0;1;;;;;;;0
I_SUP312;SHUAR  OOO;;;;;;RUB;0;1;;;;;;;0
I_SUP313;ООО"ВЫБОР";;;;;;RUB;0;1;;;;;;;0
I_SUP314;ООО ТУРНО;;;;;;RUB;0;1;;;;;;;0
I_SUP315;ПОДАРОЧНЫЙ ТЕКСТИЛЬ;;;;;;RUB;0;1;;;;;;;0
I_SUP316;ООО "ЮВЕЛИРТОРГ";;;;;;RUB;0;1;;;;;;;0
I_SUP317;ВЕЛКОМ;;;;;;RUB;0;1;;;;;;;0
I_SUP318;ООО"ЯНТАРНАЯ ГРОЗДЬ;;;;;;RUB;0;1;;7731258953;;;;;0
I_SUP319;ТМХФ    ;;;;;;RUB;0;1;;;;;;;0
I_SUP320;Удаленный офис;;;;;;RUB;0;1;;;;;;;0
I_SUP321;AVIATOR;;;;;;RUB;0;1;;;;;;;0
I_SUP322;ООО АРХАНГ;;;;;;RUB;0;1;;7802185302;;;;;0
I_SUP323;APC-FOUDS OOO;119501 MOSCOW                  T.973-07-27        ;             RUSSIA;;;;RUB;0;1;;;;;;;0
I_SUP324;ALESER 000;MOSCOW,NEJNIY SUSALN.PER.D4    KOR.5/6;;;;;RUB;0;1;;;;;;;0
I_SUP325;BAZA-4  ZAO;GR.PREDP.OST.                  129348, MOSCOW, KRA;ASN.SOSNA    2/1, STR.1;;;;RUB;0;1;;;;;;;0
I_SUP326;TP BIRNS;;;;;;RUB;0;1;;;;;;;0
I_SUP327;BORALEX;;;;;;RUB;0;1;;;;;;;0
I_SUP328;KC FUDS;;;;;;RUB;0;1;;;;;;;0
I_SUP329;CHASPROMTORG  ZAO;;;;;;RUB;0;1;;;;;;;0
I_SUP330;DEMOS-APS AOOT;;;;;;RUB;0;1;;;;;;;0
I_SUP331;ДП-ТРЕЙД;;;;;;RUB;0;1;;7704030068;;;;;0
I_SUP332;INTERPRODUCT  ZAO;;;;;;RUB;0;1;;;;;;;0
I_SUP333;GELEO OOO;;;;;;RUB;0;1;;;;;;;0
I_SUP334;HERMITAGE SKY;;;;;;RUB;0;1;;;;;;;0
I_SUP335;ООО ЛЕМА -КОР;МОСКВА УЛ,МОСФИЛЬМОВСКАЯ Д,17Б;;;;;RUB;0;1;;;;;;;0
I_SUP336;MARTHEL ZAO;141730 LOBNYA MOSCOW           40 YEAR OCTOBER, 7;;;;;RUB;0;1;;;;;;;0
I_SUP337;MILLENIUM-2000;;;;;;RUB;0;1;;;;;;;0
I_SUP338;MAGISTR BIBENDI OOO;;;;;;RUB;0;1;;;;;;;0
I_SUP339;MERKURIY OOO;;;;;;RUB;0;1;;;;;;;0
I_SUP340;ARMAGON OOO;;;;;;RUB;0;1;;;;;;;0
I_SUP341;PIVNOY DOM;;;;;;RUB;0;1;;;;;;;0
I_SUP342;RARITET OOO;;;;;;RUB;0;1;;;;;;;0
I_SUP343;LEKERY OOO;;;;;;RUB;0;1;;;;;;;0
I_SUP344;SOI-2;;;;;;RUB;0;1;;;;;;;0
I_SUP345;СПОРТЛАЙН OOO;МОСКВА МАНТУЛИНСКАЯ 7;;;;;RUB;0;1;;;;;;;0
I_SUP346;SHARK-2000;;;;;;RUB;0;1;;;;;;;0
I_SUP347;SHANTERI OOO;;;;;;RUB;0;1;;;;;;;0
I_SUP348;STOLWERCK FAIN CHOCO;;;;;;RUB;0;1;;;;;;;0
I_SUP349;ALMEIRA OOO;;;;;;RUB;0;1;;;;;;;0
I_SUP350;MAGARACH 000;;;;;;RUB;0;1;;;;;;;0
I_SUP351;ТРЭНД КОЛЛЭКШН ООО;;;;;;RUB;0;1;;7729523379;;;;;0
I_SUP352;ООО "ТОРГСЕРВИС ХХI ВЕК";;;;;;RUB;0;1;;;;;;;0
I_SUP353;URVEST OOO;;;;;;RUB;0;1;;;;;;;0
I_SUP354;VAGR OOO;;;;;;RUB;0;1;;;;;;;0
I_SUP355;VK OOO;;;;;;RUB;0;1;;;;;;;0
I_SUP356;ВХ ИМПОРТ КАМПАНИ;113035, г. Москва, Пятницкая ул., д. 2/38, корп. 3;3;;;;RUB;0;1;;7705399429;;;;;0
I_SUP357;ЗЕЛЕНОГРАД ООО;;;;;;RUB;0;1;;;;;;;0
I_SUP358;ООО РВК "Раскат";Астраханская обл,с.Тишково,ул.Гагарина,д.42;;;;;RUB;0;1;;3002007631;;;Общество с ограниченной ответственностью РВК "Раскат";300201001;0
I_SUP359;AF_DM;;;;;;;0;1;;;;;;;0
I_SUP360;ООО "Древо Жизни";ул.Академика Пилюгина,д.10;;Москва;;(495) 495-540-99;RUB;0;1;(495)2121548;7736520876;;;Общество с ограниченной ответственностью "Дерево Жизни";773601001;0
I_SUP361;ООО "ЭстеркПарфюм";ул.Зорге, д.5,стр.3;;Москва;;;RUB;0;1;;7714902173;;;Общество с ограниченной ответственностью "ЭстеркПарфюм";771401001;0
I_SUP362;ИП Ильина Н.В.;Одинцовский р-н,с.Немчиновка,ул.6-ой просек,д.17;;;;+7(916)919-77-79;RUB;0;1;;503221213084;;0187760403;ИП Ильина Наталья Владимировна;;0
I_SUP363;ОАО "Л Дистрибьюшен";Московское шоссе, д.13,корп.9,лит.А;;Санкт-Петербург;;;RUB;0;1;;7810558903;;6107600;Открытое акционерное общество "Ладога Дистрибьюшен";781001001;0
I_SUP364;ООО "Объединенные кандитеры";2-й Новокузнецкий переулок, д. 13/15;;г. Москва;;(495) 951-84-78;RUB;0;1;;7705475711;;;ООО "Объединенные кандитеры";774850001;0
I_SUP365;ЗАО "ВИТА-В";Рублевское ш, дом № 48/1;;г. Москва;;(495) 792-54-42;RUB;0;1;;7734126183;;;ЗАО "ВИТА-В";;0
I_SUP366;ЗАО "АЭРОФЁРСТ";Шереметьево-2, участок 309;;Химки;;;RUB;0;1;;7712038014;;;Закрытое акционерное общество "АЭРОФЁРСТ";509950001;0
I_SUP367;ООО "ТБН Тайм-дистрибуция";ул.Летниковская,д.5;;Москва;;(495)725-81-10;RUB;0;1;(495)725-81-41;7725700644;;67941284;Общество с ограниченной ответственностью "ТБН Тайм-Дистрибуция";772501001;0
I_SUP368;ОАО "Рекс Трейдинг";ул.2-я Рейсовая, д.2,корп.3, пом. XV,ком.53;;Москва;;;RUB;0;1;;7703513746;;;Общество с ограниченной ответственностью "Рекс Трейдинг";772901001;0
I_SUP369;ООО "Нексит  Логистик";Бутырский вал, 48;;Москва;;8 (495) 250-84-05;RUB;0;1;;7707714041;;;Общество с ограниченной ответственностью ООО "Нексит  Логистик";770701001;0
I_SUP370;ООО "Торговый альянс "Вашерон";ул.Большая Полянка, д.7/10,стр.3, пом.2,комн.17;;Москва;;;RUB;0;1;;7706759988;;;Общество с ограниченной ответственностью "Торговый альянс "Вашерон";770601001;0
I_SUP371;ИП Строчков И.Ф.;Измайловское шоссе;;Москва;;;RUB;0;1;;772003566909;;;Индивидуальный предприниматель Строчков И.Ф.;;0
I_SUP372;ООО "Тонус";Ленинградский проспект,д. 37, корп. 9, офис 710;;Москва;;;RUB;0;1;;7719755035;;;Общество с ограниченной ответственностью "Тонус";771401001;0
I_SUP373;ООО "ГК "Даймонд";1-й Магистральный тупик, д.5А;;Москва;;+7(495)783-01-90;RUB;0;1;;7714857795;;;Общество с ограниченной ответственностью  "ГК "Даймонд";771401001;0
I_SUP374;ЗАО "ОриенталЪ Экспресс";ул. Смоленская, д. 10;;Москва;;;RUB;0;1;;7704733800;;;Закрытое акционерное общество  "ОриенталЪ Экспресс";770401001;0
I_SUP375;ООО "Электронные новинки";ул.25 лет Октября,д.9,офис 123;;Истра;;;RUB;0;1;;7709533499;;72790156;Общество с ограниченной ответственностью "Электронные новинки";501701001;0
I_SUP376;ООО "Гранд Бижу";Переулок Угловой, д.2,офис 1011;;Москва;;;RUB;0;1;;7707809208;;11333456;Общество с ограниченной ответственностью "Гранд Бижу";770701001;0
I_SUP377;ООО «Шереметьево Процессинг»;ул. Складочная, дом № 1, стр.18;;Москва;;;RUB;0;1;;7715766734;;62162629;Общество с ограниченной ответственностью«Шереметьево Процессинг»;771501001;0
I_SUP378;ЗОА "АРИРАМ";ул.Талалихина, д.41, строение 9;;Москва;;(495) 7308250;RUB;0;1;;7716138122;;;Закрытое акционерное общество "АРИРАМ";;0
I_SUP379;ООО "Кейк маркет";ул.Южнобутовская, д.91;;Москва;;;RUB;0;1;;7727715195;;66326105;Общество с ограниченной ответственностью "Кейк маркет";772701001;0
I_SUP380;ООО "Концепт-Бар";ул.Большая Серпуховская, д.30, стр.2;;Москва;;;RUB;0;1;;7705912601;;;Общество с ограниченной ответственностью ООО "Концепт-Бар";770501001;0
I_SUP381;ООО "Леконт";г Москва,пер.Кулакова, стр.1;;Москва;;8(495)686-94-05;RUB;0;1;;7717770969;;26239833;Общество с ограниченной ответственностью "Леконт";771701001;0
