DP_SUP_ID;DF_USD_ID;DF_SUP_ID;NAVID;SUP_NAME
0;43914265;43914265;0;J10142 JAGERMEISTER
15439137;0;0;0;J11154 JUICY COUTURE - едхмюъ ебпною
0;23738398;23738398;0;J12345 JUPITER OOO
15971592;10907208;10907208;0;J20060 JULES DESTROOPER
16223208;27146387;27146387;0;J22345 JUILETTE HAS A GUN ESTERK
0;10923361;10923361;0;J33456 JSL SPEDITION GMBH
0;23830921;23830921;0;J44411 JOHN VARVATOS ESTERK
0;24722453;24722453;0;J52222 JANEKE
0;10907565;10907565;0;J78321 JAPAN TOBACCO INT CO
0;45125361;45125361;0;J88833 JOSE CUERVO
15861659;10907312;10907312;0;J99998 MONDELEZ WORLD TRAVEL RETAIL LLC
15601393;28840119;28840119;O_SUP010;J99999 JSL TRADING AG
0;0;0;O_SUP006;JACOB & CO. WATCHES INC.
15582039;0;0;0;JB00700 JAMES BOND едхмюъ ебпною
0;33687151;33687151;0;JF12345 JACQUES FAREL
0;33274098;33274098;0;JFM PREMIUM PRODUCTS SARL
0;10907366;10907366;O_SUP221;JK34211 JACQUES LEMAN WATCHES
0;36594517;36594517;0;JL11115 JUDITH LEIBER Esterk
15098136;0;0;0;JL22222 JACQUES LEMANS
14030217;0;0;0;JR12345 JOHN RICHMOND
0;36919351;36919351;0;JSL SPEDITION
14323944;28421445;28421445;0;JSL TRADING
0;33274118;33274118;0;JV55555 JFM VICTORINOX
0;22575125;22575125;0;K KARL LAGERFELD
0;10923930;10923930;0;K00001 KOALA WINES
10902944;0;0;0;K00001 йпюямши нйръапэ
0;10907399;10907399;0;K00002 TRAFALGAR FOODS
10902946;0;0;0;K00009 KENZO JEW DP EURO
11852187;0;0;0;K0001 KENZO SILVER
10902947;0;0;0;K01110 HERMITAGE SKY
10902948;0;0;0;K02000 KONDI-2000 OOO
0;19155871;19155871;0;K10000 KASKAD OOO
10902949;0;0;0;K10001 HERMITAGE EURO
15768570;10907313;10907313;0;K10028 KENZO PARFUMS
0;10907263;10907263;0;K10029 KENZO SKY
0;10907314;10907314;0;K10030 KAZUMIAN BELGIUM BVBA
0;10907458;10907458;0;K10047 KASMET SHASTYE
0;10907315;10907315;0;K11011 KOLBER WATCHES
10902951;0;0;0;K11111 йюгслъм
0;10907400;10907400;0;K12345 KENZO JEW SKY
15892709;0;0;I_SUP084;K127566 нюн йг нрпюдмне
0;10924091;10924091;0;K15300 KONZERN GROUP SOYUZ
0;10907209;10907209;0;K15300+ KONZERN GROUP SOYUZ
16223539;45125117;45125117;0;K15973 KEIKO MECHERI INTERLUX
0;10907264;10907264;0;K20020 WHYTE & MACKAY
0;10907567;10907567;0;K20330 KAVALLARIS A LTD
16223484;0;0;0;K22233 йпсрнм ннн                                                                                   
0;21740298;21740298;0;K23456 N.R.G. KOLOS CORPORATION OOO
15233568;0;0;0;K30013 KIMMI пХЬЩЯ
0;23815605;23815605;0;K33355 KORONA OOO
0;22573305;22573305;0;K34567 K KARL LAGERFELD
0;21946809;21946809;0;K35818 KAMCHADAL ZAO
10902952;0;0;0;K44455 KOLBER WATCHES
0;10907367;10907367;0;K50050 KONSTANTINOPOLSKAYA
0;26182997;26182997;0;K54321 KIEHL'S PBI
16222221;0;0;0;K55543 K & K
0;24141551;24141551;0;K55543 K&K
16222847;45123748;45123748;0;K55545 KILIAN ESTERK
15481433;0;0;0;K555544 KEEL TOYS
0;10907401;10907401;O_SUP332;K55555 KIPLING EUROPE DIVISION
13477160;0;0;0;K55555 йнпнмю ннн
0;26205725;26205725;0;K56999 KASKAD LOGISTIC
11039767;0;0;0;K56999 йюяйюд OOO
0;37442640;37442640;O_SUP514;K65432 KAGANSKI & Co GMBH
16223626;10907210;10907210;0;K66666 KONFAEL JCS
;0;0;0;K66666 KONFAEL.JCS
0;10907402;10907402;0;K99988 NANSECK KRAUS & CO
0;10907568;10907568;0;K99996 ODINTSOVSKAYA COND FABRICA
10902953;0;0;0;K99999 KENZO JEW DP RBL
0;45126192;45126192;0;KAGANSKI & CO GMBH                                                                                  
162236620;45125272;45125272;0;KF33315 KORLOFF Interlux 2
0;37509375;37509375;0;KI12345 KINSKI Esterk
0;32311264;32311264;0;KL12345 KEEL TOYS
15601787;0;0;0;KM100000 ледеъ
16223662;45125409;45125409;0;KM12389 KEIKO MICHERY (кюйьепх)
16223622;45125274;45125274;0;KM22230 KEIKO MECHERI INTERLUX 2
14080114;0;0;0;KO15151 йнмхй ннн
0;26194156;26194156;0;KO22215 KONIC OOO
15357422;0;0;0;KONIC GR
0;10907211;10907211;0;KZ139 KENZO JEW
15981417;0;0;0;KZ55555 ERCI
0;11039705;11039705;0;KZ6666 KENZO FASHION
0;10907212;10907212;0;L00000 ESTEE LAUDER DKNY SKY
0;10907316;10907316;0;L00001 DONNA KARAN E.Lauder
0;10907213;10907213;0;L00002 ESTEE LAUDER CLINIQUE
0;10923929;10923929;0;L00004 MICHAEL KORS E.LAUDER
0;10907403;10907403;0;L00005 ARAMIS E.LAUDER
0;11584055;11584055;0;L00006 MISSONI E.LAUDER
0;20257031;20257031;0;L00007 TOM FORD BEAUTY E.Lauder
11852186;0;0;0;L0001 LANCOME DP SKY
0;10907265;10907265;0;L02057 ARDEN LAGERFELD
0;10907404;10907404;0;L02058 ELIZABETH ARDEN SKY
0;10907317;10907317;0;L10001 LLADRO
0;10907368;10907368;0;L10003 LANVIN EURO
0;10907569;10907569;0;L100050 LA POUYADE
16222232;10907509;10907509;0;L10006 LONGCHAMP
0;10907510;10907510;0;L10007 LONDON PEARL COMPANY
16223587;10907406;10907406;0;L10013 CHLOE COTY
0;25616944;25616944;0;L10014 LANCASTER Coty
16223588;19259440;19259440;0;L10019 MARC JACOBS COTY
0;38035218;38035218;0;L10020 OPI Coty
10902959;10907511;10907511;O_SUP423;L10030 LA SETA MANTERO
0;10907407;10907407;0;L10031 LA SETA MANTERO SKY
0;10907214;10907214;0;L10047 LOUIS ROEDERER S.A.
0;10907215;10907215;0;L10055 CHAMPAGNE LAUREN PERRIER
11075402;0;0;0;L11000 келю-йнп OOO
10902958;0;0;0;L11111 LONGCHAMP
0;10907216;10907216;0;L11112 LULU GUINNESS SKY
0;10920039;10920039;0;L11119 LF CONSALTING LTD
0;10923957;10923957;0;L12000 LIBERTY
15828970;10907318;10907318;0;L12222 LINDT
10912772;0;0;0;L13098 LA SETA MANTERO EURO
15840663;34495127;34495127;0;L13579 LUDING OOO
0;10907408;10907408;0;L14808 LANCEL SKY
16140707;10907409;10907409;0;L15808 LANCEL
15982202;10907266;10907266;0;L16872 ESTEE LAUDER PARFUME
0;10907319;10907319;0;L16873 ESTEE LAUDER SKY
15975634;45121260;45121260;0;L17000 LIFETRONS
0;10907570;10907570;0;L20014 LANCASTER SKY
11689272;0;0;0;L25116 LANVIN COUTURE RBN
0;32095286;32095286;0;L33312 LEXIIM OOO
0;37950582;37950582;0;L33356 LADOGA
0;10907217;10907217;0;L40433 LONGINES
0;43147037;43147037;0;L44115 LAVIANA ART LIMITED
15922954;0;0;0;L44444 OOO кта
14867972;20475049;20475049;O_SUP155;L54321 L'OCCITANE
10902957;10907320;10907320;0;L55545 LUXOTTICA EURO
14116318;0;0;0;L65655 LANCASTER - едхмюъ ебпною
0;10924096;10924096;0;L70583 LIR CHOCS MARY WHITE
0;33716588;33716588;0;L76543 LANVIN SUNGLASSES
0;10924079;10924079;0;L88888 GRAND CITY OOO
0;30771147;30771147;0;L99908 LANCEL BOUTIQUE
15087679;10907513;10907513;0;L99989 LEGO OVERSEAS A/S
0;22245319;22245319;0;L99999 LES COPAINS (BVM)
0;45120901;45120901;0;LA33312 LAMARTIS
0;24329398;24329398;0;LA55516 LAMY-ALD INT
0;0;0;O_SUP424;LANCEL SKY
15358688;40531999;40531999;0;LC0001 LES CONTES
16223953;0;0;0;LC00440 LES CONTES пхв                                                                              
14008246;0;0;0;LC23456 LACOSTE - едхмюъ ебпною
0;40530128;40530128;0;LES CONTES
16223041;0;0;0;LG00037 кюйьепх цпсоо
0;20251636;20251636;0;LG3333+ LINIYA-GRAFIK ZAO
0;24224617;24224617;0;LL1234 LOLITA LEMPICKA ESTERK
0;12143309;12143309;O_SUP024;L'OREAL
14877652;0;0;0;L'OREAL LUX GROUP
13934538;29342664;29342664;0;LP22222 L'OREAL PARIS
0;10907571;10907571;0;LU124 LUKAS
0;24207805;24207805;0;LVMH
0;29202341;29202341;0;LW20005 LOEWE PERFUMES
10913918;0;0;0;M00000 MAJORICA EURO
10902960;0;0;0;M00001 MASTER DISTRIBUTION
0;10907459;10907459;0;M00001 MONT BLANC P&G
10902961;0;0;0;M00002 лдй
10902962;0;0;0;M00003 METRO & KERRI
11380711;0;0;0;M00008 MARKET CONNECTIONS
10902963;0;0;0;M00010 MARTHEL ZAO
10902964;0;0;0;M00011 CROCUS
0;10924083;10924083;0;M00056 PRICILLA CHAN
16223781;0;0;0;M00137 MADARA бхйрнпхъ                                                                              
16223732;45125577;45125577;I_SUP411;M00411 ннн лнкейскю                                                                                 
11410701;0;0;0;M0101010 лерпн йеь щмд йеппх
10902965;0;0;0;M02000 MILLENIUM-2000
10902966;0;0;0;M03000 MAGISTR BIBENDI OOO
16223637;45125931;45125931;0;M04660 ннн лХПЮМХ
10902967;0;0;0;M10000 MOBIL-KONSTANT OOO
0;10940038;10940038;0;M10010 MOBILE ENERGY
0;10907460;10907460;0;M10043 MONT BLANC INT BV
0;10907321;10907321;O_SUP500;M10045 MEUKOW FELINE COGNAC
15900160;10924084;10924084;0;M10049 MARS HOLLAND
0;10924092;10924092;0;M10052 M.BOWMORE SCOTCH WHISKY
0;10924085;10924085;0;M10066 MS HOLDING AMBER
0;10924081;10924081;0;M10066+ MS HOLDING PLUS
0;10924086;10924086;O_SUP522;M10088 MARNE & CHAMPAGNE DIFFUSION
0;10907574;10907574;0;M10092 MEISER CONSULTANCY
0;10924104;10924104;0;M10094 MARKET CONNECTION EURO SKY
0;10924103;10924103;0;M10095 WRIGHT MARKET CONN JEW
15981555;45121261;45121261;0;M10096 AYDYA LTD TRAVALO MC
0;10907575;10907575;0;M10097 MOET & CHANDON
10902970;0;0;0;M10555 MISAKI V.T.LTD
0;10907324;10907324;0;M10980 MAJORICA EURO
10912570;0;0;0;M11000 ьюпл OOO
10902971;0;0;0;M11001 MERKURIY OOO
0;10907514;10907514;0;M11100 MARC ROZIER
0;10907515;10907515;0;M11111 C.I.T.A.
0;10924105;10924105;0;M11194 MARKET CONNECTION USD SKY
0;32455976;32455976;0;M11555 MANCERA ESTERK
12738343;0;0;0;M12300 MAUI JIM SUNGLASSES
0;10970781;10970781;0;M12333 MARCO FANTINI
0;10907219;10907219;0;M12345 MAJORICA PSTA SKY
10969454;10924116;10924116;I_SUP076;M12346 ярюпши люяреп мб ннн
0;40267364;40267364;0;M12456 MEDVED TD OOO
0;10907576;10907576;0;M13579 MDB TE GROUP
0;10907577;10907577;0;M15360 MANAKAS
0;27137465;27137465;0;M16789 лъцйхи лхп OOO
11002275;0;0;0;M20001 лнаюик щмепдфх
0;10907269;10907269;0;M20002 MONTBLANC SIMPLO GMBH
16064645;19241819;19241819;0;M20031 MOSCHINO Euroitalia
11641982;10907578;10907578;O_SUP556;M21345 MD GOURMEX LTD
0;25951767;25951767;0;M22223 MARUSYA BEVER RUSS OOO
15981670;10923916;10923916;0;M23222 MORGAN & OATES
13441619;0;0;0;M33000 юя-люпйер
0;23768789;23768789;0;M33312 AS-MARKET
0;10907517;10907517;0;M44118 MARCO POLO
13539670;0;0;0;M44499 лепхдхюм рпеидхмц
0;13595690;13595690;0;M47777 MILUS WEINER WATCH GROUP
0;10907414;10907414;0;M51047 MISAKI VT LTD SKY
11103527;10907415;10907415;0;M54321 MARCOLIN
0;34274819;34274819;0;M54789 LA MARQUISE
0;19116074;19116074;0;M55511 TOBACCO MARKETING MU
0;40062409;40062409;0;M55545 SIA MONO
0;40529713;40529713;0;M55555 MAV
14008128;0;0;0;M56789 MOSCHINO - едхмюъ ебпною
15954362;0;0;0;M57700 MGI LUXURY GROUP S.A.
10902973;0;0;0;M66666 MAJORICA DP
16223418;0;0;I_SUP089;M71113 ннн люппсяяхъ
0;10907270;10907270;0;M73579 RAYMOND WEIL WATCHES
0;42567702;42567702;0;M75321 MEIRA T
0;37221726;37221726;0;M87654 MAISON MARTIN MARGIELA PBI
0;10923966;10923966;0;M88888 MAGESTIC IMPEKS OOO
0;10923909;10923909;0;M88899 MARCHON UK LTD
15971536;0;0;0;M89765 MORELLATO
14008127;0;0;0;M98765 MEXX - едхмюъ ебпною
0;44667433;44667433;0;M99945 MARKA
0;10907518;10907518;0;M99979 MATTEL EUROPA
0;10907579;10907579;0;M99980 MAJORICA S.A.
0;10907325;10907325;0;M99989 EDRINGTON                                                                                    
0;13641521;13641521;0;M99999 MAUI JIM SUNGLASSES
14050013;0;0;0;MA252000 MAMIX
16223577;45125188;45125188;0;MA8888 лхмхсл юпр йнкк
15481810;36919341;36919341;O_SUP525;MD GOURMEX LTD
16223727;0;0;0;MF5432 MAX FACTOR -едхмюъ ебпною                                                                    
0;22297157;22297157;0;MHCS001 MHCS-SERVICE CLIENT&OPERATIONS LOGISTQUES
15946888;0;0;0;MIL1234 лхкюп
14008126;0;0;0;MJ33330 MARC JACOBS - едхмюъ ебпною
16223787;45125704;45125704;0;MO00672 ATKINSONS                                                                                   
16064641;41947842;41947842;I_SUP127;MONTALE аЮКРХЙНЛ
13934708;15934937;15934937;0;MP55555 MEPI
16222219;0;0;0;MR32654 MARCEL ROBERT
0;39279514;39279514;0;MT12345 MAGIC TEXTILE TRADING LTD
10902974;0;0;0;N00001 NOVAYA ZARYA
10902975;0;0;0;N10001 NATURAL PRODUCTS ZAO
0;10907220;10907220;0;N10002 N.RICCI COUTURE EURO
0;10923906;10923906;0;N10003 N.RICCI COUTURE FFR
0;10907519;10907519;0;N10011 SAFILO
0;10923864;10923864;0;N10020 NUOVA MOKAS SRL
0;10907520;10907520;0;N10022 N.RICCI SKY
0;10907326;10907326;0;N10031 NORIKO IRELAND LTD
10902976;0;0;0;N11111 NICLAS AG
12310664;0;0;0;N11133 мюанпш оюптчлепхх х йнялерхйх
0;21910627;21910627;0;N12333+ NASLEDIE
0;22422552;22422552;0;N12345 NASLEDIE OOO
13053302;0;0;0;N12345 мюякедхе
0;10907271;10907271;0;N15150 NEMIROFF COMPANY
0;14325868;14325868;0;N15336 NIKE LLC (RUSSIA)
10909574;0;0;0;N22222 NINA RICCI COUTURE DP RBN
0;10907521;10907521;0;N34420 NESTLE WORLD TRADE
0;32300083;32300083;0;N55555 NAT OOO
16222844;0;0;I_SUP394;N66656 вхярне меан
15967978;0;0;0;NAVI
0;41947840;41947840;0;NAVI PLU
0;36316569;36316569;0;NB0001 NOUVELLE BAGUE
0;39883260;39883260;O_SUP527;NEFT VODKA DISTRIBUTION LLC
16064071;0;0;I_SUP369;NL654321 мейяхр кнцхярхй OOO
14008129;0;0;0;NR12345 NINA RICCI - едхмюъ ебпною
10902977;0;0;0;O00001 ARMAGON OOO
11138584;0;0;0;O10000 ндхмжнбяйюъ йнмдхрепяйюъ тюапхйю OOO
0;10907522;10907522;0;O10001 ORO VITCHENZA
16222231;10907523;10907523;0;O10004 PHILIPS DAP DIVISION
0;10907272;10907272;0;O10005 CAROLE PLUS GOLDOAK
0;10907416;10907416;0;O10006 MERAKETECH
0;45121114;45121114;0;O10096 CLARISONIC PBI
10902978;0;0;0;O11000 OST-ALCO
10902979;0;0;0;O11111 OCEAN+
0;10907371;10907371;0;O20770 OST-ALKO
16064069;0;0;I_SUP147;O33456 норхлюрнпц OOO
16223552;45124635;45124635;0;O45566 AJ Arabia нАЯХДХЮМР
16223627;45125285;45125285;0;O55533 TDK (ORO GOLD)
16147160;37985082;37985082;0;O65321 AMOUAGE нАЯХДХЮМР
16223729;0;0;I_SUP404;O65432 бняэлюъ хлоепхъ ннн                                                                         
0;45122971;45122971;0;O86421 RSG TRADING LLP
0;25883873;25883873;0;O99911 OLD PARFUME
0;15218729;15218729;0;O99999 OAKLEY
16222989;0;0;0;OE5555 гюн нпхемрюк щйяопеяя
15981118;43239345;43239345;0;OK00364 OB KONDITERY OOO
12266153;0;0;0;OLD PARFUME
15968014;0;0;0;OLD_PLU
0;0;0;I_SUP382;OOO юбрнцпют
0;0;0;I_SUP146;OOO рй цпюр-беяр
0;0;0;I_SUP240;OOO чохреп
16222683;0;0;0;OP65433 норхлю окчя
0;45126108;45126108;0;OSUP694 CHOBI                                                                                       
0;45126109;45126109;0;OSUP695 MONNALISA                                                                                   
0;45126172;45126172;0;OSUP697 BE KEEN LIMITED                                                                             
0;45126324;45126324;0;OSUP699 MAFRAT SPA                                                                                  
0;45124213;45124213;0;OV55550 OVERSEAS
0;45126113;45126113;0;OVERSEAS                                                                                            
0;10907327;10907327;0;OX162 OXYGEN SKY
0;12143016;12143016;0;P&G
16223607;0;0;0;P&G____
16223407;45124728;45124728;0;P000005 ннн опнбюмя
0;10907372;10907372;0;P00555 PEPSI Co
16223685;10907524;10907524;O_SUP158;P01997 LA PRAIRIE
16157273;10907525;10907525;0;P05321 PACO RABANNE PUIG
0;10907273;10907273;0;P05322 PACO RABANNE SKY
10902982;0;0;0;P10000 PEPSICO HOLDINGS OOO
16157277;10907328;10907328;0;P10000 PRADA PUIG
10902983;0;0;0;P10001 PIVNOY DOM
0;10907462;10907462;0;P10001 PREMIER PORTFOLIO EURO SKY
0;10907526;10907526;0;P10055 VALORA TRADE DENMARK
14877524;10907274;10907274;0;P10078 CACHAREL PBI
16223582;10907329;10907329;0;P10079 RALPH LAUREN PBI
14877523;10907463;10907463;O_SUP072;P10080 GIORGIO ARMANI PBI
16177698;10907222;10907222;0;P10081 PALOMA PICASSO PBI
0;10907417;10907417;0;P10082 GUY LAROCHE PBI
14877525;10907373;10907373;0;P10085 VICTOR & ROLF PBI
0;12560437;12560437;0;P10095 DIESEL PBI
15981229;10907275;10907275;0;P10099 HELENA RUBINSTEIN PBI
0;10907418;10907418;0;P10780 CACHAREL PBI SKY
0;10907223;10907223;0;P10800 GIORGIO ARMANI PBI SK
0;10922057;10922057;0;P10997 LA PRAIRIE SKY
0;10907582;10907582;0;P11000 POLYOT WATCHES
0;10907527;10907527;0;P11100 PRADA SKY
0;10907583;10907583;0;P11111 PORTSELAN
0;10907419;10907419;0;P11112 PIA PRETOR
0;14919314;14919314;0;P11115 PORTOLANO
16223709;45125473;45125473;0;P12000 12 PARFUMERS INTERLUX 2                                                                      
11713782;0;0;0;P12333 PORTOLANO
0;10907464;10907464;0;P12345 P.KOASTAS & CIE EVEE
10902984;0;0;0;P12345 POLICE TIME
15192910;10907584;10907584;0;P14673 LANCOME PBI
0;10907585;10907585;0;P14674 L'OREAL PBI SKY
0;10907276;10907276;0;P15548 CARTIER PARFUME
0;18424894;18424894;0;P15789 PROGRESS-PLUS OOO
10902985;0;0;0;P17001 ORCHID ZAO
15834392;10907420;10907420;0;P17290 GIVENCHY PARFUMS
0;10907465;10907465;0;P17291 GIVENCHY SKY
0;10923902;10923902;0;P18784 ARDEN LAGERFELD OLD
0;45123046;45123046;0;P234550 онцюпяйюъ яхцюпермн-яхцюпмюъ тюапхйю
0;45125854;45125854;0;P34567 PIQUADRO                                                                                     
15979893;0;0;0;P52011 PANASONIC MARKETING CIS OY
0;16821329;16821329;0;P55511 EL PACO
0;45120830;45120830;0;P65656 PAL ZILERI LAB
14382789;0;0;0;P66651 PRADA - едхмюъ ебпною
0;42767493;42767493;0;P77721 PRINCIPE
0;16332029;16332029;0;P85858 PAL ZILERI
0;29316730;29316730;0;P87654 POLICE TIME WATCHES
15975548;0;0;0;P88888 PUIG SKY
16223541;45125116;45125116;0;P97531 PERRIS MONTE CARLO Interlux
0;10907421;10907421;0;P98999 ORCHID COMPANY
0;16584038;16584038;0;P99988 PATRON SPIRIT COMPANY
0;10907224;10907224;0;P99989 PASCO GMBH
0;10907467;10907467;0;P99997 PANASONIC C/S
0;13034660;13034660;0;P99999 PAT SAYS NOW
15407860;0;0;0;PA55555 PARKER
0;42767489;42767489;0;PAL ZILERI GROUP
16223876;45126059;45126059;0;PARFUME HOLDING                                                                                     
15317860;0;0;0;PARFUME SALE
0;10907468;10907468;0;PC10001 CARTIER WATCHES
0;10907225;10907225;0;PC10002 CARTIER JEWELLERY
0;10907331;10907331;0;PD11234 PREMIER DRINK
0;0;0;O_SUP635;PERNOD RICARD EUROPE
0;12336953;12336953;0;PI99999 PIANEGONDA
0;10967454;10967454;0;PL33515 PORTOLANO GUANTI
0;45125410;45125410;0;PM 12399 PARRIS MONTE CARLO (кюйьепх)
16223663;0;0;0;PM12399 PARRIS MONTE CARLO (кюйьепх)
16223623;45125275;45125275;0;PM44450 PERRIS MONTE CARLO Interlux 2
12489786;0;0;0;PR 123366 PREMIER PORTFOLIO
0;10907422;10907422;0;PR0001 PREMIER PORTFOLIO USD SKY
12428766;0;0;0;PR200002 опнцпеяя-окчя ннн
14008262;0;0;0;PR23334 PACO RABANNE - едхмюъ ебпною
15971533;0;0;0;PT23456 PT SWITZELAND
0;24207678;24207678;0;PU23888 PUCCI VIVARA/VARIAZIONI/MISS PUCCI
16157331;10971322;10971322;0;PUIG
15059512;0;0;0;PW55555 POLICE TIME WATCH
10902987;0;0;0;R00002 псяюцпнрнпц лняйбю
0;10907226;10907226;0;R00101 ROSA ROSE GOLD
16064643;0;0;0;R00368 пейя рпеидхмц нюн
10902990;0;0;0;R10001 RARITET OOO
0;10907529;10907529;0;R10001 RUSAGROTORG MOSCOW
10902991;0;0;0;R10010 RAYSTAR OOO
0;10907423;10907423;0;R10017 ROLNIK PUBLISHERS
0;10907530;10907530;0;R10024 MARTINI-BACARDI
0;10924126;10924126;0;R10047+ BIONT LTD RBN
0;10907533;10907533;0;R10053 REMY MARTIN
0;10907534;10907534;0;R10058 NIAGARA FOODS
16032127;10907277;10907277;0;R10060 BVLGARI
0;10923891;10923891;0;R10063 RENE CUSACK LTD
0;10907278;10907278;0;R10068 RONSON INT USD LTD
10902994;0;0;0;R11111 LEKERY OOO
16222765;0;0;0;R11133 RICH бхйрнпхъ
10910007;0;0;0;R12345 RATTI COLLECTION
0;22575112;22575112;0;R12345 RUSSIAN OSETR
0;10907424;10907424;0;R12369 RADO WATCHES
0;10907469;10907469;0;R16900 ITIL (REEMTSMA INT)
15233566;40530149;40530149;0;R20012 RANCE
16223954;0;0;0;R200440 RANCE пхв                                                                                   
0;23023836;23023836;0;R22222 RUSSIAN OSETR - ADYGEYA OOO
0;32030767;32030767;0;R25255 ROTOR HOUSE
11696609;0;0;0;R25255 пнрнп уюся
16157275;10907535;10907535;0;R35840 N.RICCI Puig
10902943;10907586;10907586;0;R50938 DESIGN GO
0;30535632;30535632;0;R55531 RUSSIAN CAVIAR HOUSE
0;10933449;10933449;0;R55545 ROBERTA DI CAMERINO GENERLUX
0;10907332;10907332;0;R63835 BAT INTL (ROTHMANS INT)
0;10923886;10923886;0;R76234 ROUGIE
11390230;45120595;45120595;I_SUP002;R888888 псяр хмйнпонпщиред
0;10907374;10907374;0;R89732 RUSS BERRIE UK LTD
13698064;23815698;23815698;0;R99999 ROSALKO-NEVA ZAO
0;44909073;44909073;0;RB7777 ROBERTO BRAVO
15439549;0;0;0;RC12345 Roberto Cavalli - едхмюъ ебпною
0;0;0;O_SUP670;RICHEMONT INTERNATIONAL SA
0;10907279;10907279;0;S&S5421 SEA & SKY SUPPLY
0;45124999;45124999;0;S.A.S. SONIA RYKIEL C. D. M
10902996;0;0;0;S00001 SOI-2
10902997;0;0;0;S00002 NIAGARA FUDS
10902998;0;0;0;S00003 SLIMSITY OOO
11164767;0;0;0;S00004 яонпркюим OOO
0;10907587;10907587;0;S00010 SCHABAK
16223584;0;0;0;S01607 SHISEIDO
0;10907536;10907536;O_SUP166;S01607 SHISEIDO EUROPE
10903000;0;0;0;S02000 SHARK-2000
16223232;10907425;10907425;0;S03853 SCANNON / GUCCI P&G
0;10907538;10907538;0;S03854 COSMOPOLITAN COSMETIC
10903001;0;0;0;S10000 SHANTERI OOO
16223229;10907470;10907470;0;S10000 SONYA RYKIEL
10903002;0;0;0;S10001 SELDICO OLD
0;10907375;10907375;0;S10002 SIBER HEGNER GIVENCHY
0;10907376;10907376;0;S10012 SOLVAR
14046274;10907377;10907377;0;S10014 SAMSONITE EUROPE
0;10907227;10907227;0;S10067 SHEAFFER
0;10907588;10907588;0;S10073 ALTADIS
0;10907426;10907426;0;S10089 SWEET TALK CONFECTION
0;10907427;10907427;0;S10093 SWISHER INT LTD ARI
10903004;0;0;0;S10100 STOLWERCK FAIN CHOCOLATE
13473946;10907228;10907228;0;S10103 STORCK INTERNATIONAL
0;10907280;10907280;0;S10113 SENSUS
0;10907428;10907428;0;S10116 ST.DUPONT
16223900;0;0;0;S10133                                                                                              
10903005;10907281;10907281;O_SUP306;S10133 SWAROVSKI JEWELLERY
14012059;18455689;18455689;0;S10134 SWAROVSKI WATCH
0;10907282;10907282;0;S10137 SWATCH GROUP UK
0;10907333;10907333;0;S10201 STAR CASE
0;10907378;10907378;0;S10333 SCORPIO SKY EURO
11450576;0;0;0;S10333 SCORPIO TRAVEL RETAIL
16222994;45123641;45123641;I_SUP105;S10500 ннн яюйя хцпсьйх
10903006;10907471;10907471;O_SUP316;S11001 SILHOUETTE INT
0;10907283;10907283;0;S11223 SCORPIO SKY USD
10903007;0;0;0;S120000 ALMEIRA OOO
0;10907334;10907334;0;S12345 SNIPE BRANDS
15964075;0;0;0;S13579 SAG TRADING LLC
0;10907380;10907380;0;S15450 SPLVZ OOO
10903008;0;0;0;S20001 MAGARACH 000
13978109;0;0;0;S20002 SELDICO GIVENCHY
0;10907335;10907335;0;S20030 SPI SPIRITS CYPRUS
13978110;0;0;0;S30003 SELDICO GUERLAIN
0;22552919;22552919;0;S30030 STELLA MCCARTNEY PBI
14114614;10912490;10912490;0;S33333 SOUNDLINE
0;32634464;32634464;0;S35353 JFM HELLO KITTY
13978111;0;0;0;S40004 SELDICO KENZO
13978112;0;0;0;S50005 SELDICO DIOR
15968003;0;0;0;S54321 SISLEY
0;28821048;28821048;0;S55666 SCORPIO PARFUME
0;10907472;10907472;0;S57279 SOLATREX CITIZEN
0;10907229;10907229;0;S59555 TECHSOYUZ SONY/KONICA USD
15116112;0;0;0;S60006 SELDICO FENDI
0;43209096;43209096;0;S60017 SERGE LUTENS SHISEIDO
0;45126434;45126434;0;S60018 NARS SHISEIDO                                                                                
16222987;45124013;45124013;0;S67891 SHAIKH Esterk
0;10907381;10907381;0;S70216 OMEGA WATCHES
0;10907336;10907336;0;S84443 SWAROVSKI SKY
16222282;0;0;0;S88888 Seeberger
13672185;0;0;0;S88888 SKAGEN
16223030;0;0;0;S97531 хо яюлндспнбяйхи
16223902;0;0;0;S99989                                                                                              
13976024;10907473;10907473;0;S99989 SWAROVSKI SILVER CRYSTAL
0;10907474;10907474;0;S99999 SKYSHOP PARF OLD
16222281;0;0;0;S99999 Stetson
0;45120762;45120762;0;SB23333 SONYA BY
16147138;13720558;13720558;0;SC12345 SCORPIO TRAVEL RETAIL
15357423;0;0;0;SC15151 SCHLEICH
0;10907337;10907337;0;SCH123 EUGEN SCHOFER GMBH
15205850;0;0;0;SCORPIO DISTR GROUP
13978108;0;0;0;SELDICO GROUP
16222266;42567736;42567736;0;SF25836 SCUDERIA FERRARI
16223621;45125273;45125273;0;SG55510 SILLAGE Interlux 2
16223050;0;0;;SH33333_SCHCHARD&FRIESE
0;45123389;45123389;0;SHISEID0
16223756;0;0;0;SHISEIDO GR                                                                                         
10902999;0;0;0;SHUAR OOO
0;20248912;20248912;0;SI1234 SISLEY
0;42567128;42567128;0;SK55511 SKAGEN
